FFT Profile of Model Wake,,,
,,,
q Corr Factor,0.95,,
,,,
Atm Press [Pa],99700,,
,,,
Atm Temp [C],21.5,,
,,,
Density [kg/m^3],1.18,,
,,,
Average Tunnel Velocity [m/s],20.284,,
,,,
Streamwise location [mm],66.7,,NOTE:  has been corrected
,,,
Lateral location [mm],14,,
,,,
,,,
Frequency [Hz], FFT Amplitude [Vrms],,
0,14.549,,
7.812,10.31,,
15.625,0.52,,
23.437,0.519,,
31.25,0.476,,
39.062,0.469,,
46.875,0.461,,
54.687,0.426,,
62.5,0.483,,
70.312,0.431,,
78.125,0.379,,
85.937,0.421,,
93.75,0.414,,
101.562,0.377,,
109.375,0.328,,
117.187,0.37,,
125,0.427,,
132.812,0.375,,
140.625,0.347,,
148.437,0.4,,
156.25,0.403,,
164.062,0.537,,
171.875,0.692,,
179.687,0.962,,
187.5,2.09,,
195.312,2.48,,
203.125,1.387,,
210.937,0.686,,
218.75,0.503,,
226.562,0.393,,
234.375,0.36,,
242.187,0.333,,
250,0.347,,
257.812,0.355,,
265.625,0.358,,
273.437,0.356,,
281.25,0.315,,
289.062,0.299,,
296.875,0.309,,
304.687,0.298,,
312.5,0.286,,
320.312,0.28,,
328.125,0.308,,
335.937,0.287,,
343.75,0.278,,
351.562,0.274,,
359.375,0.278,,
367.187,0.271,,
375,0.322,,
382.812,0.416,,
390.625,0.42,,
398.437,0.327,,
406.25,0.295,,
414.062,0.301,,
421.875,0.265,,
429.687,0.252,,
437.5,0.238,,
445.312,0.224,,
453.125,0.249,,
460.937,0.232,,
468.75,0.244,,
476.562,0.228,,
484.375,0.22,,
492.187,0.218,,
500,0.211,,
507.812,0.22,,
515.625,0.253,,
523.437,0.247,,
531.25,0.207,,
539.062,0.21,,
546.875,0.224,,
554.687,0.239,,
562.5,0.231,,
570.312,0.236,,
578.125,0.226,,
585.937,0.24,,
593.75,0.253,,
601.562,0.245,,
609.375,0.219,,
617.187,0.205,,
625,0.216,,
632.812,0.206,,
640.625,0.187,,
648.437,0.188,,
656.25,0.167,,
664.062,0.173,,
671.875,0.167,,
679.687,0.165,,
687.5,0.176,,
695.312,0.169,,
703.125,0.165,,
710.937,0.181,,
718.75,0.171,,
726.562,0.16,,
734.375,0.188,,
742.187,0.179,,
750,0.153,,
757.812,0.139,,
765.625,0.158,,
773.437,0.172,,
781.25,0.178,,
789.062,0.185,,
796.875,0.174,,
804.687,0.143,,
812.5,0.147,,
820.312,0.152,,
828.125,0.138,,
835.937,0.149,,
843.75,0.154,,
851.562,0.151,,
859.375,0.153,,
867.187,0.155,,
875,0.163,,
