FFT Profile of Model Wake,,,
,,,
q Corr Factor,0.95,,
,,,
Atm Press [Pa],99700,,
,,,
Atm Temp [C],21.5,,
,,,
Density [kg/m^3],1.18,,
,,,
Average Tunnel Velocity [m/s],10.183,,
,,,
Streamwise location [mm],66.7,,NOTE:  has been corrected
,,,
Lateral location [mm],14,,
,,,
,,,
Frequency [Hz], FFT Amplitude [Vrms],,
0,7.123,,
7.812,5.026,,
15.625,0.295,,
23.437,0.315,,
31.25,0.328,,
39.062,0.292,,
46.875,0.283,,
54.687,0.29,,
62.5,0.303,,
70.312,0.295,,
78.125,0.267,,
85.937,0.436,,
93.75,1.203,,
101.562,1.219,,
109.375,0.453,,
117.187,0.251,,
125,0.237,,
132.812,0.208,,
140.625,0.202,,
148.437,0.203,,
156.25,0.201,,
164.062,0.183,,
171.875,0.188,,
179.687,0.185,,
187.5,0.208,,
195.312,0.229,,
203.125,0.189,,
210.937,0.163,,
218.75,0.156,,
226.562,0.156,,
234.375,0.147,,
242.187,0.151,,
250,0.162,,
257.812,0.156,,
265.625,0.144,,
273.437,0.136,,
281.25,0.147,,
289.062,0.154,,
296.875,0.154,,
304.687,0.155,,
312.5,0.121,,
320.312,0.116,,
328.125,0.11,,
335.937,0.128,,
343.75,0.129,,
351.562,0.122,,
359.375,0.112,,
367.187,0.123,,
375,0.117,,
382.812,0.118,,
390.625,0.112,,
398.437,0.117,,
406.25,0.115,,
414.062,0.103,,
421.875,0.093,,
429.687,0.091,,
437.5,0.104,,
445.312,0.11,,
453.125,0.101,,
460.937,0.086,,
468.75,0.084,,
476.562,0.095,,
484.375,0.093,,
492.187,0.077,,
500,0.088,,
507.812,0.092,,
515.625,0.086,,
523.437,0.085,,
531.25,0.08,,
539.062,0.07,,
546.875,0.085,,
554.687,0.085,,
562.5,0.08,,
570.312,0.078,,
578.125,0.082,,
585.937,0.077,,
593.75,0.077,,
601.562,0.073,,
609.375,0.074,,
617.187,0.08,,
625,0.08,,
632.812,0.071,,
640.625,0.077,,
648.437,0.072,,
656.25,0.064,,
664.062,0.061,,
671.875,0.059,,
679.687,0.062,,
687.5,0.061,,
695.312,0.068,,
703.125,0.07,,
710.937,0.075,,
718.75,0.073,,
726.562,0.065,,
734.375,0.061,,
742.187,0.064,,
750,0.064,,
757.812,0.064,,
765.625,0.063,,
773.437,0.064,,
781.25,0.065,,
789.062,0.065,,
796.875,0.061,,
804.687,0.056,,
812.5,0.058,,
820.312,0.057,,
828.125,0.056,,
835.937,0.061,,
843.75,0.052,,
851.562,0.056,,
859.375,0.06,,
867.187,0.055,,
875,0.055,,
